Province,Biomass (tons) \timestep,1,2,3,4,5,6,7,8,9,10,11,12
Province_16,11. Cassava peels,0,0,0,0,0,0,0,0,0,0,0,0
Province_16,12 Oil palm bunch,0,0,0,0,0,0,0,0,0,0,0,0
Province_16,13. Oil palm fiber,0,0,0,0,0,0,0,0,0,0,0,0
Province_16,14. Oil palm shell,0,0,0,0,0,0,0,0,0,0,0,0
Province_16,15. Coconut bunch,0,0,0,0,0,0,0,0,0,0,0,0
Province_16,16. Coconut bract,0,0,0,0,0,0,0,0,0,0,0,0
Province_16,17. Coconut shell,0,0,0,0,0,0,0,0,0,0,0,0
Province_17,1. Rice straw,0,0,0,0,0,0,0,0,0,0,0,0
Province_17,2. Rice Husk,0,0,0,0,0,0,0,0,0,0,0,0
Province_17,3. Sugarcane leaves,5703479.6,20928056.72,0,0,0,0,0,0,0,0,0,769391.78
Province_17,4. Bagasse,9393966.4,34469740.48,0,0,0,0,0,0,0,0,0,1267233.52
Province_17,5. Molasse,1677494,6155310.8,0,0,0,0,0,0,0,0,0,226291.7
Province_17,6. Corn leaves & trunk,0,0,0,0,0,0,0,0,0,0,0,0
Province_17,7. Corncobob,0,0,0,0,0,0,0,0,0,0,0,0
Province_17,8. Peeled cassava,0,0,0,0,0,0,0,0,0,0,0,0
Province_17,9. Cassava rhizome,0,0,0,0,0,0,0,0,0,0,0,0
Province_17,10. Cassava fiber,0,0,0,0,0,0,0,0,0,0,0,0
Province_17,11. Cassava peels,0,0,0,0,0,0,0,0,0,0,0,0
Province_17,12 Oil palm bunch,0,0,0,0,0,0,0,0,0,0,0,0
Province_17,13. Oil palm fiber,0,0,0,0,0,0,0,0,0,0,0,0
Province_17,14. Oil palm shell,0,0,0,0,0,0,0,0,0,0,0,0
Province_17,15. Coconut bunch,0,0,0,0,0,0,0,0,0,0,0,0
Province_17,16. Coconut bract,0,0,0,0,0,0,0,0,0,0,0,0
Province_17,17. Coconut shell,0,0,0,0,0,0,0,0,0,0,0,0
Province_18,1. Rice straw,0,0,0,0,0,0,0,0,0,0,0,0
Province_18,2. Rice Husk,0,0,0,0,0,0,0,0,0,0,0,0
Province_18,3. Sugarcane leaves,0,0,0,0,0,0,0,0,0,0,0,0
Province_18,4. Bagasse,0,0,0,0,0,0,0,0,0,0,0,0
Province_18,5. Molasse,0,0,0,0,0,0,0,0,0,0,0,0
Province_18,6. Corn leaves & trunk,0,0,0,0,0,0,0,0,0,0,0,0
Province_18,7. Corncobob,0,0,0,0,0,0,0,0,0,0,0,0
Province_18,8. Peeled cassava,0,0,0,0,0,0,0,0,0,0,0,0
Province_18,9. Cassava rhizome,0,0,0,0,0,0,0,0,0,0,0,0
Province_18,10. Cassava fiber,0,0,0,0,0,0,0,0,0,0,0,0
Province_18,11. Cassava peels,0,0,0,0,0,0,0,0,0,0,0,0
Province_18,12 Oil palm bunch,0,0,0,0,0,0,0,0,0,0,0,0
Province_18,13. Oil palm fiber,0,0,0,0,0,0,0,0,0,0,0,0
Province_18,14. Oil palm shell,0,0,0,0,0,0,0,0,0,0,0,0
Province_18,15. Coconut bunch,0,0,0,0,0,0,0,0,0,0,0,0
Province_18,16. Coconut bract,0,0,0,0,0,0,0,0,0,0,0,0
Province_18,17. Coconut shell,0,0,0,0,0,0,0,0,0,0,0,0
Province_19,1. Rice straw,0,0,0,0,0,0,0,0,0,0,0,0
Province_19,2. Rice Husk,0,0,0,0,0,0,0,0,0,0,0,0
Province_19,3. Sugarcane leaves,0,0,0,0,0,0,0,0,0,0,0,0
Province_19,4. Bagasse,0,0,0,0,0,0,0,0,0,0,0,0
Province_19,5. Molasse,0,0,0,0,0,0,0,0,0,0,0,0
Province_19,6. Corn leaves & trunk,0,0,0,0,0,0,0,0,0,0,0,0
Province_19,7. Corncobob,0,0,0,0,0,0,0,0,0,0,0,0
Province_19,8. Peeled cassava,0,0,0,0,0,0,0,0,0,0,0,0
Province_19,9. Cassava rhizome,0,0,0,0,0,0,0,0,0,0,0,0
Province_19,10. Cassava fiber,0,0,0,0,0,0,0,0,0,0,0,0
Province_19,11. Cassava peels,0,0,0,0,0,0,0,0,0,0,0,0
Province_19,12 Oil palm bunch,0,0,0,0,0,0,0,0,0,0,0,0
Province_19,13. Oil palm fiber,0,0,0,0,0,0,0,0,0,0,0,0
Province_19,14. Oil palm shell,0,0,0,0,0,0,0,0,0,0,0,0
Province_19,15. Coconut bunch,0,0,0,0,0,0,0,0,0,0,0,0
Province_19,16. Coconut bract,0,0,0,0,0,0,0,0,0,0,0,0
Province_19,17. Coconut shell,0,0,0,0,0,0,0,0,0,0,0,0
Province_20,1. Rice straw,0,0,0,0,0,0,0,0,0,0,0,0
Province_20,2. Rice Husk,0,0,0,0,0,0,0,0,0,0,0,0
Province_20,3. Sugarcane leaves,0,0,0,0,0,0,0,0,0,0,0,0
Province_20,4. Bagasse,0,0,0,0,0,0,0,0,0,0,0,0
Province_20,5. Molasse,0,0,0,0,0,0,0,0,0,0,0,0
Province_20,6. Corn leaves & trunk,0,0,0,0,0,0,0,0,0,0,0,0
Province_20,7. Corncobob,0,0,0,0,0,0,0,0,0,0,0,0
Province_20,8. Peeled cassava,0,0,0,0,0,0,0,0,0,0,0,0
Province_20,9. Cassava rhizome,0,0,0,0,0,0,0,0,0,0,0,0
Province_20,10. Cassava fiber,0,0,0,0,0,0,0,0,0,0,0,0
Province_20,11. Cassava peels,0,0,0,0,0,0,0,0,0,0,0,0
Province_20,12 Oil palm bunch,0,0,0,0,0,0,0,0,0,0,0,0
Province_20,13. Oil palm fiber,0,0,0,0,0,0,0,0,0,0,0,0
Province_20,14. Oil palm shell,0,0,0,0,0,0,0,0,0,0,0,0
Province_20,15. Coconut bunch,0,0,0,0,0,0,0,0,0,0,0,0
